Grid_ID,Latitude,Longitude,Ship_Count,Density,어선,여객선,화물선,유조선,예인선,수상레저기구,기타선,avg_speed,avg_dir
GR3_G3E22_U,34.775,128.775,10,2.9,1,0,3,0,3,0,3,0.0,0.0
GR3_G3E23_L,34.625,128.575,10,0.22,6,0,0,0,0,0,4,0.0,0.0
GR3_G3E31_D,34.475,128.175,10,12.69,5,0,3,2,0,0,0,0.0,0.0
GR3_G3E31_E,34.475,128.225,10,10.17,2,0,6,2,0,0,0,0.0,0.0
GR3_G3F13_A,34.725,129.025,10,12.71,4,0,2,2,0,0,2,0.0,0.0
GR3_F1L44_M,37.125,123.875,9,0.33,9,0,0,0,0,0,0,0.0,0.0
GR3_F2K41_H,37.425,126.625,9,23.8,0,2,4,0,1,0,2,3.5623861566484516,164.1481102003643
GR3_F2O22_G,36.925,126.825,9,10.88,3,0,2,0,1,0,3,0.0,0.0
GR3_F4C32_N,35.375,126.425,9,1.3,7,1,0,0,0,0,1,33.15710382513661,146.97563752276866
GR3_F4E41_D,34.475,124.675,9,1.76,8,0,1,0,0,0,0,0.0,0.0
GR3_F4G12_Q,34.825,126.325,9,0.19,8,0,0,0,0,0,1,68.54861111111111,176.10371129326046
GR3_F4G12_V,34.775,126.325,9,10.39,0,3,5,0,0,0,1,0.0,0.0
GR3_F4G31_R,34.325,126.125,9,2.84,0,0,0,0,4,0,5,0.0,0.0
GR3_F4G31_T,34.325,126.225,9,2.87,3,0,2,0,0,0,4,0.0,0.0
GR3_F4G32_G,34.425,126.325,9,0.37,6,0,0,0,1,0,2,0.0,0.0
GR3_F4G33_N,34.125,126.175,9,18.01,0,0,5,4,0,0,0,0.0,0.0
GR3_F4G33_O,34.125,126.225,9,14.22,1,0,2,6,0,0,0,0.0,0.0
GR3_F4G42_X,34.275,126.925,9,6.01,0,0,9,0,0,0,0,0.0,0.0
GR3_F4G42_Y,34.275,126.975,9,6.97,1,0,6,0,2,0,0,0.0,0.0
GR3_F4H13_H,34.675,127.125,9,0.4,9,0,0,0,0,0,0,0.0,0.0
GR3_F4H14_E,34.725,127.475,9,0.24,8,0,0,0,0,1,0,0.0,0.0
GR3_F4H21_M,34.875,127.625,9,6.67,2,0,1,0,5,0,1,0.0,0.0
GR3_F4H22_V,34.775,127.825,9,5.05,4,0,1,0,2,0,2,0.0,0.0
GR3_F4H24_S,34.575,127.925,9,6.85,4,0,0,2,0,0,3,0.0,0.0
GR3_F4H32_K,34.375,127.275,9,0.37,8,0,0,0,1,0,0,0.0,0.0
GR3_F4H32_O,34.375,127.475,9,0.52,2,0,0,0,5,2,0,0.0,0.0
GR3_F4H33_M,34.125,127.125,9,15.56,0,0,4,5,0,0,0,0.0,0.0
GR3_F4H41_X,34.275,127.675,9,13.46,0,1,4,2,0,0,2,0.0,0.0
GR3_F4H42_S,34.325,127.925,9,63.34,0,0,4,5,0,0,0,0.0,0.0
GR3_F4H44_O,34.125,127.975,9,6.27,2,0,4,3,0,0,0,0.0,0.0
GR3_F4I23_L,33.625,124.575,9,1.07,9,0,0,0,0,0,0,0.0,0.0
GR3_F4J31_M,33.375,125.125,9,2.61,9,0,0,0,0,0,0,0.0,0.0
GR3_F4J33_E,33.225,125.225,9,36.59,7,0,2,0,0,0,0,0.0,0.0
GR3_F4J41_C,33.475,125.625,9,1.18,5,0,0,0,0,0,4,0.0,0.0
GR3_F4K32_F,33.425,126.275,9,5.36,4,0,1,0,0,0,4,0.0,0.0
GR3_F4K42_J,33.425,126.975,9,1.69,3,0,0,1,0,0,5,0.0,0.0
GR3_F4K42_O,33.375,126.975,9,2.38,3,0,0,0,0,0,6,0.0,0.0
GR3_F4N32_W,32.275,125.375,9,0.26,1,0,0,0,0,0,8,0.0,0.0
GR3_G1N32_R,36.325,129.375,9,0.24,9,0,0,0,0,0,0,0.0,0.0
GR3_G1N34_C,36.225,129.375,9,0.12,9,0,0,0,0,0,0,0.0,0.0
GR3_G3B21_W,35.775,129.625,9,2.12,7,0,2,0,0,0,0,0.0,0.0
GR3_G3B23_Q,35.575,129.575,9,6.1,2,0,2,3,0,2,0,0.0,0.0
GR3_G3B33_K,35.125,129.025,9,12.33,0,1,0,3,2,0,3,0.0,0.0
GR3_G3B34_B,35.225,129.325,9,8.95,2,0,2,4,0,0,1,0.0,0.0
GR3_G3B34_M,35.125,129.375,9,4.18,2,0,3,0,0,0,4,0.0,0.0
GR3_G3B42_L,35.375,129.825,9,2.29,5,0,0,0,0,0,4,0.0,0.0
GR3_G3E11_L,34.875,128.075,9,7.86,6,0,1,0,0,0,2,0.0,0.0
GR3_G3E12_Y,34.775,128.475,9,0.15,6,0,1,0,0,0,2,0.0,0.0
GR3_G3E13_A,34.725,128.025,9,0.51,9,0,0,0,0,0,0,0.0,0.0
GR3_G3E21_E,34.975,128.725,9,0.12,7,0,0,0,0,1,1,0.0,0.0
GR3_G3E32_A,34.475,128.275,9,2.62,5,0,2,2,0,0,0,0.0,0.0
GR3_G3E32_F,34.425,128.275,9,11.26,2,0,4,3,0,0,0,21.17566029143898,156.66404826958106
GR3_G3E41_T,34.325,128.725,9,18.73,1,0,2,3,0,0,3,0.0,0.0
GR3_G3F11_A,34.975,129.025,9,6.39,1,0,3,3,1,0,1,0.0,0.0
GR3_G3F13_Q,34.575,129.075,9,63.63,0,0,5,4,0,0,0,0.0,0.0
GR3_G3F24_S,34.575,129.925,9,16.24,0,5,4,0,0,0,0,0.0,0.0
GR3_G3F34_X,34.025,129.425,9,28.97,0,0,4,5,0,0,0,0.0,0.0
GR3_F2I34_D,37.225,124.425,8,25.87,0,2,3,3,0,0,0,0.0,0.0
GR3_F2K33_I,37.175,126.175,8,7.6,0,0,8,0,0,0,0,0.0,0.0
GR3_F2K33_R,37.075,126.125,8,8.13,0,0,8,0,0,0,0,0.0,0.0
GR3_F2K33_S,37.075,126.175,8,38.17,0,0,3,5,0,0,0,0.0,0.0
GR3_F2K33_X,37.025,126.175,8,14.41,0,0,5,3,0,0,0,0.0,0.0
GR3_F2K41_S,37.325,126.675,8,2.46,2,0,0,0,1,0,5,0.0,0.0
GR3_F2N24_W,36.525,125.875,8,17.28,0,0,6,2,0,0,0,0.0,0.0
GR3_F2N42_C,36.475,125.875,8,24.01,0,0,6,2,0,0,0,0.0,0.0
GR3_F2N42_M,36.375,125.875,8,11.45,2,0,1,5,0,0,0,0.0,0.0
GR3_F2O32_J,36.425,126.475,8,44.04,0,0,4,1,1,0,2,70.77891621129326,118.92304189435337
GR3_F2O32_X,36.275,126.425,8,0.21,3,0,0,0,0,0,5,0.0,0.0
GR3_F2O43_X,36.025,126.675,8,1.32,4,0,1,0,0,1,2,0.0,0.0
GR3_F4C21_A,35.975,126.525,8,34.86,0,0,5,0,2,0,1,37.88296903460838,131.40858378870675
GR3_F4C33_P,35.075,126.025,8,0.35,4,0,0,0,0,0,4,20.87283697632058,161.3641848816029
GR3_F4G11_O,34.875,126.225,8,0.09,8,0,0,0,0,0,0,0.0,0.0
GR3_F4G31_L,34.375,126.075,8,8.39,0,0,3,0,2,0,3,0.0,0.0
GR3_F4G32_K,34.375,126.275,8,0.09,7,0,0,0,0,0,1,0.0,0.0
GR3_F4G32_W,34.275,126.375,8,0.11,6,0,0,0,0,0,2,42.92600182149363,213.53381147540983
GR3_F4G34_K,34.125,126.275,8,12.21,3,0,1,4,0,0,0,0.0,0.0
GR3_F4G41_T,34.325,126.725,8,4.07,7,0,0,0,1,0,0,0.0,0.0
GR3_F4G41_V,34.275,126.575,8,0.07,6,0,0,0,0,0,2,0.0,0.0
GR3_F4G42_D,34.475,126.925,8,0.72,8,0,0,0,0,0,0,0.0,0.0
GR3_F4G43_S,34.075,126.675,8,15.24,0,0,7,1,0,0,0,0.0,0.0
GR3_F4H22_D,34.975,127.925,8,0.05,8,0,0,0,0,0,0,2.668943533697632,209.34824681238615
GR3_F4H22_P,34.825,127.775,8,2.11,0,0,0,2,1,0,5,0.0,0.0
GR3_F4H24_Y,34.525,127.975,8,21.79,0,2,4,0,2,0,0,0.0,0.0
GR3_F4H31_Q,34.325,127.075,8,0.1,7,0,0,0,1,0,0,0.0,0.0
GR3_F4H32_B,34.475,127.325,8,1.05,8,0,0,0,0,0,0,0.0,0.0
GR3_F4H32_I,34.425,127.425,8,0.12,6,0,0,0,0,2,0,0.0,0.0
GR3_F4H32_J,34.425,127.475,8,0.1,6,0,0,0,0,1,1,0.0,0.0
GR3_F4H32_V,34.275,127.325,8,0.15,8,0,0,0,0,0,0,0.0,0.0
GR3_F4H33_B,34.225,127.075,8,0.17,7,0,0,0,0,0,1,25.876024590163933,187.54428506375228
GR3_F4H34_I,34.175,127.425,8,20.89,0,0,6,2,0,0,0,0.0,0.0
GR3_F4H34_J,34.175,127.475,8,10.38,1,0,5,2,0,0,0,0.0,0.0
GR3_F4H41_T,34.325,127.725,8,19.76,0,3,3,1,0,0,1,0.0,0.0
GR3_F4H42_P,34.325,127.775,8,14.65,0,2,3,2,0,0,1,0.0,0.0
GR3_F4I14_A,33.725,124.275,8,1.81,8,0,0,0,0,0,0,0.0,0.0
GR3_F4I23_S,33.575,124.675,8,1.14,5,0,0,0,0,3,0,0.0,0.0
GR3_F4J31_R,33.325,125.125,8,43.25,5,0,3,0,0,0,0,0.0,0.0
GR3_F4J43_V,33.025,125.575,8,27.36,6,0,1,0,0,0,1,0.0,0.0
GR3_F4K14_J,33.675,126.475,8,10.99,0,0,2,6,0,0,0,0.0,0.0
GR3_F4K22_J,33.925,126.975,8,13.95,0,0,5,2,0,0,1,0.0,0.0
GR3_F4K22_M,33.875,126.875,8,12.22,0,0,3,2,0,0,3,0.0,0.0
GR3_F4K34_E,33.225,126.475,8,0.33,0,0,0,0,0,0,8,0.0,0.0
GR3_F4K42_E,33.475,126.975,8,1.02,2,0,0,3,0,0,3,0.0,0.0
GR3_F4K42_X,33.275,126.925,8,2.41,0,0,0,1,0,0,7,0.0,0.0
GR3_F4K43_C,33.225,126.625,8,0.12,6,0,0,0,0,0,2,0.0,0.0
GR3_F4O13_U,32.525,126.025,8,9.54,2,0,3,0,0,0,3,0.0,0.0
GR3_F4O24_T,32.575,126.975,8,1.11,4,0,3,0,0,0,1,0.0,0.0
GR3_G1E14_X,38.525,128.425,8,0.15,8,0,0,0,0,0,0,0.0,0.0
GR3_G1N23_J,36.675,129.725,8,0.11,6,0,0,0,0,0,2,0.0,0.0
GR3_G1N32_W,36.275,129.375,8,0.12,8,0,0,0,0,0,0,0.0,0.0
GR3_G3A43_L,35.125,128.575,8,0.64,8,0,0,0,0,0,0,0.0,0.0
GR3_G3B23_P,35.575,129.525,8,2.15,2,0,3,0,0,1,2,19.459699453551913,104.25853825136612
GR3_G3B23_Y,35.525,129.725,8,2.94,8,0,0,0,0,0,0,0.0,0.0
GR3_G3B32_X,35.275,129.425,8,8.0,4,0,1,3,0,0,0,0.0,0.0
GR3_G3B34_C,35.225,129.375,8,5.95,6,0,1,1,0,0,0,0.0,0.0
GR3_G3B41_H,35.425,129.625,8,0.4,2,0,0,0,0,0,6,0.0,0.0
GR3_G3B41_I,35.425,129.675,8,10.16,3,0,2,0,0,0,3,21.634676684881605,128.63456284153006
GR3_G3B41_O,35.375,129.725,8,21.18,1,0,3,0,0,0,4,0.0,0.0
GR3_G3B41_R,35.325,129.625,8,10.89,5,0,2,0,0,0,1,0.0,0.0
GR3_G3B41_U,35.275,129.525,8,12.49,4,0,3,1,0,0,0,25.272199453551913,124.48827413479053
GR3_G3E11_H,34.925,128.125,8,72.87,5,0,3,0,0,0,0,0.0,0.0
GR3_G3E11_P,34.825,128.025,8,0.19,7,0,0,0,0,1,0,0.0,0.0
GR3_G3E12_E,34.975,128.475,8,16.27,1,0,1,0,5,0,1,0.0,0.0
GR3_G3E12_T,34.825,128.475,8,0.15,7,1,0,0,0,0,0,0.0,0.0
GR3_G3E12_U,34.775,128.275,8,0.09,5,0,0,0,0,2,1,0.0,0.0
GR3_G3E13_J,34.675,128.225,8,0.07,8,0,0,0,0,0,0,0.0,0.0
GR3_G3E14_E,34.725,128.475,8,0.14,5,0,0,0,0,0,3,0.0,0.0
GR3_G3E21_B,34.975,128.575,8,6.77,0,0,1,0,3,0,4,0.0,0.0
GR3_G3E21_X,34.775,128.675,8,0.2,8,0,0,0,0,0,0,0.0,0.0
GR3_G3E22_J,34.925,128.975,8,2.36,0,0,1,1,3,0,3,0.0,0.0
GR3_G3E23_X,34.525,128.675,8,13.38,2,0,1,3,0,0,2,0.0,0.0
GR3_G3E32_G,34.425,128.325,8,11.57,2,0,4,2,0,0,0,0.0,0.0
GR3_G3E33_K,34.125,128.025,8,10.87,2,0,1,5,0,0,0,0.0,0.0
GR3_G3E33_L,34.125,128.075,8,45.26,2,0,1,5,0,0,0,0.0,0.0
GR3_G3E41_A,34.475,128.525,8,36.47,0,0,3,5,0,0,0,0.0,0.0
GR3_G3E41_X,34.275,128.675,8,68.23,0,0,5,3,0,0,0,0.0,0.0
GR3_G3E42_U,34.275,128.775,8,39.12,4,0,3,1,0,0,0,19.508765938069217,137.94262295081967
GR3_G3E43_B,34.225,128.575,8,35.49,2,0,3,1,0,0,2,0.0,0.0
GR3_G3F11_I,34.925,129.175,8,7.59,0,0,3,3,0,0,2,0.0,0.0
GR3_G3F12_A,34.975,129.275,8,4.37,3,0,2,2,0,0,1,0.0,0.0
GR3_G3F13_F,34.675,129.025,8,16.76,0,0,6,0,0,0,2,0.0,0.0
GR3_G3F13_K,34.625,129.025,8,23.72,0,0,8,0,0,0,0,0.0,0.0
GR3_G3F34_Y,34.025,129.475,8,22.37,0,0,5,3,0,0,0,29.490323315118395,128.68055555555554
GR3_F1L42_T,37.325,123.975,7,41.81,0,2,0,2,0,0,3,0.0,0.0
GR3_F2K32_S,37.325,126.425,7,5.17,5,0,1,0,0,0,1,0.0,0.0
GR3_F2K33_T,37.075,126.225,7,19.5,0,0,3,4,0,0,0,0.0,0.0
GR3_F2K34_V,37.025,126.325,7,18.31,0,0,0,6,0,0,1,0.0,0.0
GR3_F2N24_I,36.675,125.925,7,27.09,0,0,3,4,0,0,0,52.244421675774134,152.70446265938068
GR3_F2N24_J,36.675,125.975,7,21.47,0,0,3,4,0,0,0,0.0,0.0
GR3_F2N42_W,36.275,125.875,7,20.54,2,0,1,3,0,0,1,0.0,0.0
GR3_F2N44_S,36.075,125.925,7,5.14,0,0,0,6,0,0,1,0.0,0.0
GR3_F2O34_B,36.225,126.325,7,0.12,0,0,0,0,0,0,7,0.0,0.0
GR3_F2O34_K,36.125,126.275,7,0.24,4,0,0,0,0,0,3,0.0,0.0
GR3_F4B21_I,35.925,125.675,7,0.33,7,0,0,0,0,0,0,0.0,0.0
GR3_F4B41_N,35.375,125.675,7,17.16,0,0,6,1,0,0,0,0.0,0.0
GR3_F4C33_Y,35.025,126.225,7,0.32,2,0,0,0,0,0,5,0.0,0.0
GR3_F4E23_Y,34.525,124.725,7,6.88,4,0,2,1,0,0,0,0.0,0.0
GR3_F4F31_K,34.375,125.025,7,6.16,2,0,2,0,3,0,0,0.0,0.0
GR3_F4F44_R,34.075,125.875,7,14.7,3,0,4,0,0,0,0,51.97780054644809,224.5343806921676
GR3_F4F44_U,34.025,125.775,7,6.33,5,0,2,0,0,0,0,0.0,0.0
GR3_F4G12_U,34.775,126.275,7,14.97,0,2,5,0,0,0,0,0.0,0.0
GR3_F4G13_E,34.725,126.225,7,17.39,0,2,4,1,0,0,0,0.0,0.0
GR3_F4G14_C,34.725,126.375,7,16.9,1,0,4,0,2,0,0,0.0,0.0
GR3_F4G32_Y,34.275,126.475,7,0.09,7,0,0,0,0,0,0,0.0,0.0
GR3_F4G34_R,34.075,126.375,7,10.42,0,0,3,4,0,0,0,50.236566484517304,209.94137067395263
GR3_F4G41_Q,34.325,126.575,7,0.11,5,0,0,0,0,0,2,0.0,0.0
GR3_F4G41_W,34.275,126.625,7,0.19,3,0,0,0,0,0,4,0.0,0.0
GR3_F4G41_X,34.275,126.675,7,0.16,3,0,0,0,0,0,4,0.0,0.0
GR3_F4G42_G,34.425,126.825,7,0.28,7,0,0,0,0,0,0,0.0,0.0
GR3_F4G42_N,34.375,126.925,7,0.79,4,3,0,0,0,0,0,0.0,0.0
GR3_F4H12_X,34.775,127.425,7,0.07,7,0,0,0,0,0,0,0.0,0.0
GR3_F4H13_G,34.675,127.075,7,0.19,6,0,0,0,0,0,1,0.0,0.0
GR3_F4H21_P,34.825,127.525,7,0.08,6,0,0,0,0,0,1,0.0,0.0
GR3_F4H31_M,34.375,127.125,7,0.08,6,0,0,0,0,0,1,0.0,0.0
GR3_F4H31_S,34.325,127.175,7,0.15,7,0,0,0,0,0,0,0.0,0.0
GR3_F4H32_D,34.475,127.425,7,0.07,6,0,0,0,0,1,0,0.0,0.0
GR3_F4H41_K,34.375,127.525,7,0.87,3,0,0,2,2,0,0,0.0,0.0
GR3_F4H41_Y,34.275,127.725,7,11.16,0,0,5,2,0,0,0,0.0,0.0
GR3_F4H42_A,34.475,127.775,7,0.37,3,0,0,0,4,0,0,0.0,0.0
GR3_F4H42_B,34.475,127.825,7,0.35,0,0,0,0,6,0,1,0.0,0.0
GR3_F4H42_I,34.425,127.925,7,31.32,0,1,4,2,0,0,0,19.63683970856102,163.56227231329692
GR3_F4H42_J,34.425,127.975,7,48.89,0,0,7,0,0,0,0,0.0,0.0
GR3_F4H42_K,34.375,127.775,7,10.39,0,1,1,3,0,0,2,0.0,0.0
GR3_F4H42_Q,34.325,127.825,7,12.66,0,0,4,3,0,0,0,0.0,0.0
GR3_F4H43_F,34.175,127.525,7,7.54,0,0,4,3,0,0,0,0.0,0.0
GR3_F4H43_X,34.025,127.675,7,3.07,2,0,0,3,0,0,2,0.0,0.0
GR3_F4H44_S,34.075,127.925,7,3.75,0,0,6,1,0,0,0,0.0,0.0
GR3_F4I12_G,33.925,124.325,7,1.14,7,0,0,0,0,0,0,0.0,0.0
GR3_F4I14_Q,33.575,124.325,7,1.52,7,0,0,0,0,0,0,0.0,0.0
GR3_F4I14_W,33.525,124.375,7,1.63,7,0,0,0,0,0,0,0.0,0.0
GR3_F4I23_B,33.725,124.575,7,21.69,2,0,2,0,0,2,1,0.0,0.0
GR3_F4I24_F,33.675,124.775,7,1.12,7,0,0,0,0,0,0,0.0,0.0
GR3_F4I24_J,33.675,124.975,7,9.62,3,0,1,0,0,0,3,0.0,0.0
GR3_F4J31_W,33.275,125.125,7,14.04,6,0,1,0,0,0,0,0.0,0.0
GR3_F4J34_G,33.175,125.325,7,27.76,6,0,1,0,0,0,0,0.0,0.0
GR3_F4J41_U,33.275,125.525,7,7.36,6,0,1,0,0,0,0,0.0,0.0
GR3_F4J43_C,33.225,125.625,7,27.61,4,0,3,0,0,0,0,0.0,0.0
GR3_F4J43_Q,33.075,125.575,7,36.18,4,0,2,0,0,0,1,31.90983606557377,206.4405737704918
GR3_F4K12_X,33.775,126.425,7,40.32,0,0,3,4,0,0,0,0.0,0.0
GR3_F4K12_Y,33.775,126.475,7,43.59,0,0,3,4,0,0,0,0.0,0.0
GR3_F4K14_N,33.625,126.425,7,7.31,0,0,3,4,0,0,0,0.0,0.0
GR3_F4K22_E,33.975,126.975,7,1.66,6,0,0,0,0,0,1,0.0,0.0
GR3_F4N14_L,32.625,125.325,7,12.81,4,0,3,0,0,0,0,0.0,0.0
GR3_F4N32_R,32.325,125.375,7,4.28,3,0,3,0,0,0,1,0.0,0.0
GR3_F4N32_U,32.275,125.275,7,0.52,3,0,0,0,0,0,4,0.0,0.0
GR3_F4N33_S,32.075,125.175,7,0.88,1,0,0,0,0,0,6,0.0,0.0
GR3_F4O24_Y,32.525,126.975,7,1.69,6,0,0,0,0,0,1,0.0,0.0
GR3_F4P13_H,32.675,127.125,7,27.69,1,0,6,0,0,0,0,0.0,0.0
GR3_F4P13_I,32.675,127.175,7,41.22,0,0,7,0,0,0,0,0.0,0.0
GR3_G1I22_Y,37.775,128.975,7,0.68,6,1,0,0,0,0,0,0.0,0.0
GR3_G1N34_I,36.175,129.425,7,0.11,7,0,0,0,0,0,0,0.0,0.0
GR3_G3A43_Q,35.075,128.575,7,0.05,7,0,0,0,0,0,0,0.0,0.0
GR3_G3B21_H,35.925,129.625,7,2.36,3,0,0,3,0,0,1,0.0,0.0
GR3_G3B21_L,35.875,129.575,7,0.56,4,0,0,0,0,0,3,0.0,0.0
GR3_G3B21_R,35.825,129.625,7,3.54,3,0,1,1,2,0,0,0.0,0.0
GR3_G3B32_V,35.275,129.325,7,2.69,0,0,1,3,2,0,1,25.066712204007285,123.76479963570128
GR3_G3B33_W,35.025,129.125,7,11.88,0,0,4,3,0,0,0,0.0,0.0
GR3_G3B33_Y,35.025,129.225,7,2.34,0,0,3,0,0,0,4,0.0,0.0
GR3_G3B34_H,35.175,129.375,7,3.64,6,0,0,1,0,0,0,0.0,0.0
GR3_G3B41_K,35.375,129.525,7,0.79,7,0,0,0,0,0,0,0.0,0.0
GR3_G3B41_N,35.375,129.675,7,18.82,0,0,4,0,0,0,3,0.0,0.0
GR3_G3B42_W,35.275,129.875,7,2.95,5,0,0,0,0,0,2,25.70138888888889,142.9573087431694
GR3_G3B43_L,35.125,129.575,7,9.07,4,0,0,2,0,0,1,0.0,0.0
GR3_G3C11_S,35.825,130.175,7,0.21,2,0,0,0,0,0,5,0.0,0.0
GR3_G3C13_M,35.625,130.125,7,0.28,4,0,0,0,0,0,3,0.0,0.0
GR3_G3E11_A,34.975,128.025,7,0.02,7,0,0,0,0,0,0,0.0,0.0
GR3_G3E11_M,34.875,128.125,7,0.2,6,0,0,0,0,0,1,0.0,0.0
GR3_G3E11_R,34.825,128.125,7,0.18,6,0,0,0,0,0,1,0.0,0.0
GR3_G3E13_S,34.575,128.175,7,0.15,7,0,0,0,0,0,0,0.0,0.0
GR3_G3E13_X,34.525,128.175,7,3.24,5,0,2,0,0,0,0,0.0,0.0
GR3_G3E14_H,34.675,128.375,7,0.51,5,0,0,2,0,0,0,0.0,0.0
GR3_G3E22_I,34.925,128.925,7,5.91,0,0,3,2,1,0,1,0.0,0.0
GR3_G3E22_Q,34.825,128.825,7,3.47,1,0,3,0,1,0,2,0.0,0.0
GR3_G3E24_Y,34.525,128.975,7,29.5,0,0,5,0,0,0,2,0.0,0.0
GR3_G3E32_D,34.475,128.425,7,29.24,0,0,2,5,0,0,0,0.0,0.0
GR3_G3E41_B,34.475,128.575,7,27.56,0,0,2,5,0,0,0,0.0,0.0
GR3_G3E42_B,34.475,128.825,7,38.87,1,0,6,0,0,0,0,0.0,0.0
GR3_G3E42_E,34.475,128.975,7,21.67,0,0,4,2,0,0,1,0.0,0.0
GR3_G3F11_E,34.975,129.225,7,21.52,0,0,5,1,0,0,1,0.0,0.0
GR3_G3F11_L,34.875,129.075,7,10.14,1,0,5,0,0,0,1,0.0,0.0
GR3_G3F11_R,34.825,129.125,7,18.05,1,0,2,3,0,0,1,30.47643442622951,126.1382058287796
GR3_G3F12_B,34.975,129.325,7,6.85,4,0,1,1,0,1,0,29.799863387978142,128.29462659380692
GR3_G3F12_C,34.975,129.375,7,22.17,0,0,5,0,0,0,2,0.0,0.0
GR3_G3F12_K,34.875,129.275,7,19.7,1,0,6,0,0,0,0,0.0,0.0
GR3_G3F13_M,34.625,129.125,7,57.21,0,0,5,2,0,0,0,0.0,0.0
GR3_G3F13_P,34.575,129.025,7,44.24,0,0,5,2,0,0,0,0.0,0.0
GR3_G3F13_U,34.525,129.025,7,65.48,0,0,4,3,0,0,0,0.0,0.0
GR3_G3F13_V,34.525,129.075,7,45.78,0,0,4,1,0,0,2,0.0,0.0
GR3_F1L41_N,37.375,123.675,6,17.11,0,1,2,3,0,0,0,0.0,0.0
GR3_F1L44_K,37.125,123.775,6,19.3,4,0,0,2,0,0,0,0.0,0.0
GR3_F1L44_W,37.025,123.875,6,0.24,6,0,0,0,0,0,0,0.0,0.0
GR3_F2I34_C,37.225,124.375,6,14.88,0,2,2,2,0,0,0,0.0,0.0
GR3_F2K32_K,37.375,126.275,6,0.12,6,0,0,0,0,0,0,59.99726775956284,145.27436247723134
GR3_F2K32_Y,37.275,126.475,6,0.35,5,0,0,0,0,1,0,0.0,0.0
GR3_F2K41_P,37.325,126.525,6,4.98,4,0,0,0,0,0,2,0.0,0.0
GR3_F2N24_E,36.725,125.975,6,18.04,0,0,3,3,0,0,0,0.0,0.0
GR3_F2N24_M,36.625,125.875,6,28.99,0,0,3,3,0,0,0,0.0,0.0
GR3_F2N24_X,36.525,125.925,6,17.71,0,0,3,3,0,0,0,49.748861566484514,149.89492258652095
GR3_F2N44_R,36.075,125.875,6,6.25,0,0,0,6,0,0,0,0.0,0.0
GR3_F2O34_P,36.075,126.275,6,0.22,4,0,0,0,0,0,2,0.0,0.0
GR3_F4B23_H,35.675,125.625,6,11.24,3,0,3,0,0,0,0,40.08857012750455,143.14116575591984
GR3_F4B41_I,35.425,125.675,6,22.89,0,0,6,0,0,0,0,0.0,0.0
GR3_F4B41_X,35.275,125.675,6,10.9,1,0,3,2,0,0,0,0.0,0.0
GR3_F4C11_I,35.925,126.175,6,4.03,0,0,4,0,0,0,2,0.0,0.0
GR3_F4E41_C,34.475,124.625,6,45.17,2,0,4,0,0,0,0,0.0,0.0
GR3_F4E41_E,34.475,124.725,6,1.21,5,0,1,0,0,0,0,0.0,0.0
GR3_F4E43_J,34.175,124.725,6,1.82,4,0,2,0,0,0,0,0.0,0.0
GR3_F4F24_N,34.625,125.925,6,2.87,0,0,3,0,3,0,0,0.0,0.0
GR3_F4G11_N,34.875,126.175,6,1.42,2,1,0,0,0,0,3,0.0,0.0
GR3_F4G13_N,34.625,126.175,6,0.06,6,0,0,0,0,0,0,0.0,0.0
GR3_F4G14_B,34.725,126.325,6,29.44,0,0,1,1,3,0,1,0.0,0.0
GR3_F4G31_O,34.375,126.225,6,0.14,6,0,0,0,0,0,0,0.0,0.0
GR3_F4G31_S,34.325,126.175,6,3.34,0,0,1,0,0,0,5,0.0,0.0
GR3_F4G34_Q,34.075,126.325,6,14.59,0,0,2,4,0,0,0,0.0,0.0
GR3_F4G41_U,34.275,126.525,6,0.94,3,3,0,0,0,0,0,0.0,0.0
GR3_F4G43_C,34.225,126.625,6,0.06,5,0,0,0,0,0,1,0.0,0.0
GR3_F4G43_L,34.125,126.575,6,0.24,6,0,0,0,0,0,0,0.0,0.0
GR3_F4G43_N,34.125,126.675,6,0.09,5,0,0,0,0,0,1,0.0,0.0
GR3_F4G44_P,34.075,126.775,6,12.9,0,0,2,4,0,0,0,0.0,0.0
GR3_F4G44_Q,34.075,126.825,6,9.24,0,0,2,4,0,0,0,0.0,0.0
GR3_F4H13_K,34.625,127.025,6,0.06,5,0,0,0,0,0,1,0.0,0.0
GR3_F4H22_I,34.925,127.925,6,0.08,6,0,0,0,0,0,0,0.0,0.0
GR3_F4H23_C,34.725,127.625,6,2.87,2,0,0,0,1,0,3,0.0,0.0
GR3_F4H34_O,34.125,127.475,6,28.83,0,0,5,1,0,0,0,0.0,0.0
GR3_F4H34_P,34.075,127.275,6,11.71,2,0,4,0,0,0,0,0.0,0.0
GR3_F4H41_I,34.425,127.675,6,1.91,0,0,0,0,6,0,0,0.0,0.0
GR3_F4H41_W,34.275,127.625,6,12.33,0,0,4,0,0,0,2,0.0,0.0
GR3_F4H42_C,34.475,127.875,6,0.54,0,0,0,0,5,0,1,0.0,0.0
GR3_F4H42_G,34.425,127.825,6,3.43,1,0,1,1,0,0,3,0.0,0.0
GR3_F4H42_O,34.375,127.975,6,41.06,0,0,6,0,0,0,0,0.0,0.0
GR3_F4H42_T,34.325,127.975,6,58.37,0,0,4,2,0,0,0,0.0,0.0
GR3_F4I14_G,33.675,124.325,6,3.06,6,0,0,0,0,0,0,0.0,0.0
